Hour,$/kWh
5383,0.05472
5384,0.05477
5385,0.05081
5386,0.04543
5387,0.04323
5388,0.03628
5389,0.03477
5390,0.04003
5391,0.05333
5392,0.05795
5393,0.06348
5394,0.0661
5395,0.0668
5396,0.06971
5397,0.06883
5398,0.06822
5399,0.06272
5400,0.05317
5401,0.05028
5402,0.05395
5403,0.05945
5404,0.0526
5405,0.05074
5406,0.05041
5407,0.05129
5408,0.05514
5409,0.05113
5410,0.04479
5411,0.03718
5412,0.02952
5413,0.03499
5414,0.03695
5415,0.04205
5416,0.05846
5417,0.06171
5418,0.06357
5419,0.06592
5420,0.06971
5421,0.06971
5422,0.06959
5423,0.06302
5424,0.05317
5425,0.04862
5426,0.05806
5427,0.06453
5428,0.06082
5429,0.06082
5430,0.06027
5431,0.06425
5432,0.06425
5433,0.05258
5434,0.04696
5435,0.04094
5436,0.03636
5437,0.03887
5438,0.03996
5439,0.04653
5440,0.05914
5441,0.06255
5442,0.06393
5443,0.06898
5444,0.07099
5445,0.07016
5446,0.06971
5447,0.06542
5448,0.05691
5449,0.05188
5450,0.05945
5451,0.06257
5452,0.05694
5453,0.05654
5454,0.05711
5455,0.06425
5456,0.06317
5457,0.0517
5458,0.04699
5459,0.04264
5460,0.036
5461,0.03341
5462,0.03512
5463,0.04523
5464,0.05614
5465,0.0633
5466,0.06685
5467,0.06917
5468,0.0689
5469,0.06801
5470,0.0676
5471,0.06317
5472,0.05647
5473,0.05066
5474,0.05723
5475,0.05828
5476,0.05584
5477,0.05142
5478,0.05086
5479,0.0544
5480,0.05129
5481,0.04275
5482,0.00515
5483,0.00031
5484,0.00031
5485,0.00032
5486,0.00351
5487,0.02939
5488,0.04971
5489,0.05407
5490,0.06169
5491,0.06651
5492,0.06822
5493,0.06529
5494,0.06507
5495,0.05944
5496,0.05573
5497,0.05078
5498,0.05188
5499,0.05138
5500,0.05472
5501,0.05236
5502,0.05224
5503,0.05403
5504,0.05113
5505,0.02583
5506,0.00029
5507,0.00028
5508,0.00028
5509,0.00028
5510,0.0003
5511,0.00886
5512,0.04868
5513,0.05366
5514,0.0594
5515,0.06317
5516,0.06595
5517,0.06595
5518,0.06374
5519,0.05317
5520,0.05146
5521,0.05066
5522,0.05272
5523,0.05945
5524,0.05694
5525,0.05334
5526,0.05427
5527,0.05839
5528,0.05334
5529,0.04906
5530,0.03942
5531,0.0163
5532,0.02215
5533,0.01675
5534,0.03685
5535,0.04379
5536,0.0529
5537,0.05732
5538,0.06172
5539,0.06864
5540,0.0695
5541,0.07006
5542,0.06971
5543,0.06089
5544,0.05427
5545,0.05129
5546,0.05131
5547,0.05572
5548,0.05253
5549,0.05129
5550,0.05129
5551,0.05138
5552,0.05942
5553,0.0514
5554,0.04629
5555,0.04383
5556,0.03383
5557,0.03595
5558,0.04992
5559,0.05498
5560,0.0606
5561,0.06336
5562,0.06744
5563,0.07696
5564,0.08255
5565,0.08213
5566,0.08145
5567,0.07067
5568,0.06425
5569,0.05806
5570,0.06387
5571,0.06274
5572,0.05945
5573,0.05731
5574,0.06149
5575,0.06425
5576,0.06302
5577,0.05427
5578,0.05138
5579,0.05158
5580,0.04772
5581,0.04063
5582,0.05522
5583,0.06124
5584,0.06287
5585,0.06294
5586,0.06715
5587,0.07471
5588,0.07825
5589,0.07765
5590,0.07765
5591,0.06982
5592,0.0659
5593,0.06082
5594,0.06694
5595,0.06645
5596,0.06274
5597,0.06082
5598,0.06317
5599,0.06647
5600,0.06702
5601,0.05457
5602,0.05279
5603,0.04979
5604,0.04752
5605,0.04002
5606,0.04056
5607,0.04773
5608,0.05109
5609,0.05374
5610,0.05945
5611,0.06957
5612,0.07063
5613,0.07138
5614,0.07093
5615,0.06822
5616,0.05758
5617,0.05176
5618,0.06149
5619,0.06474
5620,0.05902
5621,0.05561
5622,0.0546
5623,0.05694
5624,0.05873
5625,0.05201
5626,0.04696
5627,0.03646
5628,0.03089
5629,0.03032
5630,0.03089
5631,0.03919
5632,0.04687
5633,0.05188
5634,0.05833
5635,0.06591
5636,0.06713
5637,0.06791
5638,0.06603
5639,0.05945
5640,0.05325
5641,0.05117
5642,0.05129
5643,0.05334
5644,0.05236
5645,0.05117
5646,0.05113
5647,0.05561
5648,0.052
5649,0.04236
5650,0.00034
5651,0.00029
5652,0.00029
5653,0.00029
5654,0.00029
5655,0.00029
5656,0.00268
5657,0.03912
5658,0.05141
5659,0.05751
5660,0.0587
5661,0.06317
5662,0.06173
5663,0.05903
5664,0.05747
5665,0.05253
5666,0.05213
5667,0.0531
5668,0.05236
5669,0.05089
5670,0.0506
5671,0.0526
5672,0.05119
5673,0.00852
5674,0.00029
5675,0.00028
5676,0.00028
5677,0.00028
5678,0.00028
5679,0.00029
5680,0.00213
5681,0.04707
5682,0.05279
5683,0.06317
5684,0.0629
5685,0.06354
5686,0.06419
5687,0.05666
5688,0.0514
5689,0.04865
5690,0.04656
5691,0.04809
5692,0.04663
5693,0.04288
5694,0.0425
5695,0.04908
5696,0.05089
5697,0.03803
5698,0.02229
5699,0.01926
5700,0.02187
5701,0.02194
5702,0.02332
5703,0.02334
5704,0.04457
5705,0.05085
5706,0.05387
5707,0.06708
5708,0.06971
5709,0.07005
5710,0.06636
5711,0.05806
5712,0.05107
5713,0.05013
5714,0.05427
5715,0.05856
5716,0.0538
5717,0.05119
5718,0.05142
5719,0.05185
5720,0.05437
5721,0.04805
5722,0.03675
5723,0.03057
5724,0.02334
5725,0.02339
5726,0.02341
5727,0.02662
5728,0.0444
5729,0.05317
5730,0.06074
5731,0.06465
5732,0.06971
5733,0.06999
5734,0.06661
5735,0.06185
5736,0.05253
5737,0.05076
5738,0.05608
5739,0.06232
5740,0.05806
5741,0.05429
5742,0.05253
5743,0.05814
5744,0.06528
5745,0.0525
5746,0.04516
5747,0.03655
5748,0.02637
5749,0.02623
5750,0.02209
5751,0.03797
5752,0.04869
5753,0.05802
5754,0.06823
5755,0.06971
5756,0.06959
5757,0.06971
5758,0.06791
5759,0.06027
5760,0.05718
5761,0.05105
5762,0.05236
5763,0.05547
5764,0.05236
5765,0.05124
5766,0.05083
5767,0.05236
5768,0.05805
5769,0.05126
5770,0.03447
5771,0.02194
5772,0.02194
5773,0.02627
5774,0.03089
5775,0.03956
5776,0.04966
5777,0.06106
5778,0.06595
5779,0.06723
5780,0.07003
5781,0.07009
5782,0.07006
5783,0.06317
5784,0.05592
5785,0.05325
5786,0.05714
5787,0.05572
5788,0.0517
5789,0.05116
5790,0.05089
5791,0.05142
5792,0.06317
5793,0.05126
5794,0.0421
5795,0.03695
5796,0.02627
5797,0.02662
5798,0.02636
5799,0.03089
5800,0.04559
5801,0.05732
5802,0.06208
5803,0.06531
5804,0.06537
5805,0.06971
5806,0.06935
5807,0.06208
5808,0.05522
5809,0.05149
5810,0.05945
5811,0.06369
5812,0.06395
5813,0.06027
5814,0.05838
5815,0.06425
5816,0.06301
5817,0.05137
5818,0.03942
5819,0.02136
5820,0.00469
5821,0.00409
5822,0.00552
5823,0.02621
5824,0.04619
5825,0.05146
5826,0.0596
5827,0.06218
5828,0.06317
5829,0.06444
5830,0.06275
5831,0.05903
5832,0.0533
5833,0.05129
5834,0.05095
5835,0.04945
5836,0.04679
5837,0.04534
5838,0.04429
5839,0.04551
5840,0.04371
5841,0.00202
5842,0.00029
5843,0.00028
5844,0.00028
5845,0.00028
5846,0.00029
5847,0.00082
5848,0.04216
5849,0.05117
5850,0.05564
5851,0.05758
5852,0.06044
5853,0.06044
5854,0.06044
5855,0.05723
5856,0.05564
5857,0.05597
5858,0.05735
5859,0.05753
5860,0.0573
5861,0.05133
5862,0.05133
5863,0.05266
5864,0.05266
5865,0.05117
5866,0.04566
5867,0.03352
5868,0.02618
5869,0.02617
5870,0.03445
5871,0.04609
5872,0.05075
5873,0.05387
5874,0.05853
5875,0.06448
5876,0.06634
5877,0.06751
5878,0.06697
5879,0.06425
5880,0.05556
5881,0.05334
5882,0.06178
5883,0.06324
5884,0.06069
5885,0.05613
5886,0.05556
5887,0.06425
5888,0.05805
5889,0.0532
5890,0.04188
5891,0.02917
5892,0.02194
5893,0.02199
5894,0.0374
5895,0.04448
5896,0.05343
5897,0.05478
5898,0.06252
5899,0.06629
5900,0.06657
5901,0.0661
5902,0.06469
5903,0.06301
5904,0.05363
5905,0.052
5906,0.05792
5907,0.05931
5908,0.05784
5909,0.05163
5910,0.05121
5911,0.05122
5912,0.05329
5913,0.04651
5914,0.01212
5915,0.00393
5916,0.01196
5917,0.02179
5918,0.02252
5919,0.02334
5920,0.04579
5921,0.05643
5922,0.05579
5923,0.06258
5924,0.06547
5925,0.0667
5926,0.06411
5927,0.05819
5928,0.05131
5929,0.05
5930,0.05375
5931,0.05295
5932,0.05072
5933,0.05068
5934,0.05069
5935,0.05117
5936,0.05155
5937,0.04975
5938,0.02665
5939,0.02188
5940,0.02187
5941,0.02188
5942,0.02953
5943,0.03403
5944,0.04227
5945,0.05161
5946,0.05742
5947,0.06238
5948,0.06425
5949,0.0639
5950,0.06252
5951,0.0589
5952,0.05363
5953,0.05191
5954,0.05827
5955,0.05774
5956,0.05295
5957,0.05131
5958,0.05126
5959,0.05496
5960,0.05496
5961,0.05134
5962,0.04083
5963,0.02619
5964,0.02619
5965,0.02619
5966,0.02807
5967,0.03471
5968,0.04714
5969,0.05228
5970,0.0609
5971,0.06324
5972,0.06435
5973,0.06514
5974,0.0641
5975,0.06242
5976,0.05928
5977,0.05602
5978,0.05259
5979,0.06237
5980,0.05891
5981,0.05422
5982,0.05255
5983,0.06072
5984,0.05383
5985,0.05064
5986,0.00409
5987,0.00034
5988,0.0003
5989,0.00029
5990,0.00029
5991,0.00033
5992,0.01203
5993,0.05123
5994,0.05921
5995,0.06482
5996,0.06482
5997,0.06483
5998,0.05936
5999,0.05651
6000,0.0542
6001,0.05156
6002,0.05191
6003,0.05274
6004,0.05863
6005,0.0588
6006,0.05729
6007,0.05689
6008,0.05135
6009,0.04241
6010,0.00032
6011,0.00028
6012,0.00028
6013,0.00028
6014,0.00028
6015,0.00028
6016,0.00028
6017,0.0384
6018,0.0507
6019,0.05691
6020,0.05737
6021,0.05691
6022,0.05642
6023,0.05259
6024,0.04986
6025,0.04812
6026,0.04882
6027,0.05049
6028,0.04993
6029,0.0499
6030,0.04901
6031,0.05259
6032,0.05236
6033,0.04807
6034,0.02947
6035,0.01627
6036,0.01191
6037,0.0039
6038,0.00469
6039,0.02212
6040,0.04283
6041,0.04811
6042,0.05069
6043,0.05687
6044,0.05936
6045,0.06077
6046,0.05581
6047,0.05259
6048,0.05051
6049,0.04855
6050,0.05424
6051,0.05698
6052,0.05419
6053,0.05409
6054,0.05425
6055,0.06089
6056,0.05882
6057,0.05181
6058,0.0434
6059,0.02916
6060,0.01627
6061,0.01627
6062,0.01672
6063,0.04223
6064,0.05102
6065,0.05333
6066,0.05265
6067,0.06141
6068,0.06338
6069,0.06487
6070,0.05927
6071,0.05651
6072,0.05319
6073,0.05113
6074,0.05032
6075,0.05038
6076,0.05016
6077,0.04884
6078,0.04931
6079,0.05069
6080,0.05481
6081,0.05192
6082,0.03733
6083,0.01211
6084,0.00253
6085,0.00138
6086,0.01198
6087,0.03445
6088,0.04936
6089,0.052
6090,0.05336
6091,0.06324
6092,0.06425
6093,0.06425
6094,0.05943
6095,0.05755
6096,0.0542
6097,0.05126
6098,0.05792
6099,0.0566
6100,0.05133
6101,0.05072
6102,0.05259
6103,0.0542
6104,0.05375
6105,0.04521
6106,0.03718
6107,0.03061
6108,0.02927
6109,0.03052
6110,0.03059
6111,0.03342
6112,0.04667
6113,0.05105
6114,0.05336
6115,0.0654
6116,0.06597
6117,0.06597
6118,0.06024
6119,0.05902
6120,0.05765
6121,0.05111
6122,0.0625
6123,0.06257
6124,0.05936
6125,0.05591
6126,0.05698
6127,0.05936
6128,0.06073
6129,0.05551
6130,0.04326
6131,0.03493
6132,0.02915
6133,0.00843
6134,0.00825
6135,0.03996
6136,0.05133
6137,0.06251
6138,0.06439
6139,0.06634
6140,0.06751
6141,0.0681
6142,0.0661
6143,0.06228
6144,0.05797
6145,0.05365
6146,0.05891
6147,0.06044
6148,0.05921
6149,0.05829
6150,0.05831
6151,0.06079
6152,0.05375
6153,0.05123
6154,0.04188
6155,0.00735
6156,0.00082
6157,0.00614
6158,0.01672
6159,0.02778
6160,0.04722
6161,0.05124
6162,0.05828
6163,0.06079
6164,0.06048
6165,0.05949
6166,0.05636
6167,0.05295
6168,0.05085
6169,0.04926
6170,0.04858
6171,0.05212
6172,0.05727
6173,0.05528
6174,0.05316
6175,0.05574
6176,0.05255
6177,0.04679
6178,0.00028
6179,0.00028
6180,0.00028
6181,0.00028
6182,0.00028
6183,0.00028
6184,0.00032
6185,0.05123
6186,0.05204
6187,0.05936
6188,0.05936
6189,0.05998
6190,0.05903
6191,0.05317
6192,0.05069
6193,0.04861
6194,0.04807
6195,0.04853
6196,0.04861
6197,0.04679
6198,0.0488
6199,0.05128
6200,0.05207
6201,0.04398
6202,0.00384
6203,0.00029
6204,0.00028
6205,0.00028
6206,0.00028
6207,0.00033
6208,0.04055
6209,0.05135
6210,0.06297
6211,0.06297
6212,0.06602
6213,0.06751
6214,0.06536
6215,0.06024
6216,0.05315
6217,0.05104
6218,0.05936
6219,0.05949
6220,0.05891
6221,0.05672
6222,0.05719
6223,0.05891
6224,0.05946
6225,0.05348
6226,0.04958
6227,0.04399
6228,0.03309
6229,0.02665
6230,0.02961
6231,0.03309
6232,0.04815
6233,0.05254
6234,0.06258
6235,0.06771
6236,0.06807
6237,0.06929
6238,0.06771
6239,0.06437
6240,0.05814
6241,0.05259
6242,0.05727
6243,0.05936
6244,0.05794
6245,0.05729
6246,0.0566
6247,0.05781
6248,0.05893
6249,0.05344
6250,0.04792
6251,0.04004
6252,0.03128
6253,0.03104
6254,0.03182
6255,0.0369
6256,0.04902
6257,0.05218
6258,0.06025
6259,0.06322
6260,0.06727
6261,0.07017
6262,0.0653
6263,0.06103
6264,0.05906
6265,0.05368
6266,0.05833
6267,0.0586
6268,0.05123
6269,0.05062
6270,0.05062
6271,0.05625
6272,0.05076
6273,0.0461
6274,0.03351
6275,0.0261
6276,0.02334
6277,0.02334
6278,0.02339
6279,0.03256
6280,0.04807
6281,0.05127
6282,0.05914
6283,0.07017
6284,0.07071
6285,0.07479
6286,0.07565
6287,0.06745
6288,0.06257
6289,0.05887
6290,0.06257
6291,0.06257
6292,0.06024
6293,0.05997
6294,0.05976
6295,0.06297
6296,0.05936
6297,0.05972
6298,0.05128
6299,0.05075
6300,0.05001
6301,0.04872
6302,0.04947
6303,0.05243
6304,0.05909
6305,0.06293
6306,0.0648
6307,0.06947
6308,0.07002
6309,0.07479
6310,0.07479
6311,0.06815
6312,0.06589
6313,0.06325
6314,0.06475
6315,0.06536
6316,0.06024
6317,0.05925
6318,0.05925
6319,0.0637
6320,0.0654
6321,0.05189
6322,0.04865
6323,0.03994
6324,0.0293
6325,0.03003
6326,0.03256
6327,0.03614
6328,0.04796
6329,0.05076
6330,0.0594
6331,0.06367
6332,0.06643
6333,0.06798
6334,0.06536
6335,0.06382
6336,0.05929
6337,0.05826
6338,0.05867
6339,0.0605
6340,0.06389
6341,0.05865
6342,0.05877
6343,0.0582
6344,0.05727
6345,0.04943
6346,0.02928
6347,0.00252
6348,0.00393
6349,0.00552
6350,0.01262
6351,0.02665
6352,0.047
6353,0.05244
6354,0.0604
6355,0.06194
6356,0.06607
6357,0.06576
6358,0.06306
6359,0.05966
6360,0.05601
6361,0.05375
6362,0.0578
6363,0.05672
6364,0.05496
6365,0.05163
6366,0.05163
6367,0.05601
6368,0.05565
6369,0.05459
6370,0.05231
6371,0.04801
6372,0.04468
6373,0.03202
6374,0.03488
6375,0.04745
6376,0.05032
6377,0.05709
6378,0.06373
6379,0.06815
6380,0.07017
6381,0.07391
6382,0.07036
6383,0.06544
6384,0.06493
6385,0.05564
6386,0.05812
6387,0.06403
6388,0.05808
6389,0.05627
6390,0.05635
6391,0.05927
6392,0.05819
6393,0.05266
6394,0.04785
6395,0.04578
6396,0.04344
6397,0.03164
6398,0.03164
6399,0.04669
6400,0.04905
6401,0.05875
6402,0.06253
6403,0.06826
6404,0.06877
6405,0.06953
6406,0.06815
6407,0.06708
6408,0.06067
6409,0.05549
6410,0.06033
6411,0.05936
6412,0.05123
6413,0.04926
6414,0.0496
6415,0.05133
6416,0.0566
6417,0.05228
6418,0.04848
6419,0.0336
6420,0.03148
6421,0.03043
6422,0.03036
6423,0.03568
6424,0.04799
6425,0.05679
6426,0.06252
6427,0.06602
6428,0.06791
6429,0.06953
6430,0.06876
6431,0.06536
6432,0.05917
6433,0.05437
6434,0.05974
6435,0.05936
6436,0.05312
6437,0.05163
6438,0.05184
6439,0.05552
6440,0.0586
6441,0.05374
6442,0.04574
6443,0.03144
6444,0.03144
6445,0.03153
6446,0.04474
6447,0.05029
6448,0.05881
6449,0.06369
6450,0.0661
6451,0.06903
6452,0.06953
6453,0.07025
6454,0.06903
6455,0.06499
6456,0.05936
6457,0.05558
6458,0.06318
6459,0.05914
6460,0.05778
6461,0.05774
6462,0.05632
6463,0.05819
6464,0.06085
6465,0.05336
6466,0.04047
6467,0.02721
6468,0.03044
6469,0.03188
6470,0.03727
6471,0.05503
6472,0.06084
6473,0.06602
6474,0.068
6475,0.0689
6476,0.06945
6477,0.0691
6478,0.06708
6479,0.06357
6480,0.05858
6481,0.05492
6482,0.05952
6483,0.06257
6484,0.0597
6485,0.05826
6486,0.05741
6487,0.05891
6488,0.05818
6489,0.05133
6490,0.04158
6491,0.02637
6492,0.0293
6493,0.03007
6494,0.03188
6495,0.04128
6496,0.05318
6497,0.06602
6498,0.06829
6499,0.06904
6500,0.06953
6501,0.06952
6502,0.06803
6503,0.06689
6504,0.06067
6505,0.05698
6506,0.05963
6507,0.0661
6508,0.06425
6509,0.05891
6510,0.05837
6511,0.0586
6512,0.06324
6513,0.05133
6514,0.04534
6515,0.0376
6516,0.02606
6517,0.02617
6518,0.03108
6519,0.03247
6520,0.04598
6521,0.05109
6522,0.06425
6523,0.06475
6524,0.06791
6525,0.06751
6526,0.06602
6527,0.06369
6528,0.05737
6529,0.05236
6530,0.05719
6531,0.05839
6532,0.05204
6533,0.05131
6534,0.05135
6535,0.05432
6536,0.05826
6537,0.05527
6538,0.0521
6539,0.04806
6540,0.04036
6541,0.03616
6542,0.03616
6543,0.04767
6544,0.05372
6545,0.05989
6546,0.06562
6547,0.06759
6548,0.07032
6549,0.07273
6550,0.06953
6551,0.06602
6552,0.06065
6553,0.05564
6554,0.05298
6555,0.0502
6556,0.04955
6557,0.04953
6558,0.04897
6559,0.05098
6560,0.05178
6561,0.04936
6562,0.04628
6563,0.02589
6564,0.01203
6565,0.00514
6566,0.00514
6567,0.01604
6568,0.03366
6569,0.05332
6570,0.06283
6571,0.06056
6572,0.06055
6573,0.06103
6574,0.05892
6575,0.05469
6576,0.05146
6577,0.05126
6578,0.05171
6579,0.06172
6580,0.05954
6581,0.05272
6582,0.05178
6583,0.05185
6584,0.05542
6585,0.05171
6586,0.04051
6587,0.00214
6588,0.0012
6589,0.0003
6590,0.0003
6591,0.00252
6592,0.02193
6593,0.04955
6594,0.0588
6595,0.05492
6596,0.05479
6597,0.05515
6598,0.05455
6599,0.05144
6600,0.05006
6601,0.04817
6602,0.04857
6603,0.05131
6604,0.04995
6605,0.05006
6606,0.05002
6607,0.05091
6608,0.05217
6609,0.05089
6610,0.02915
6611,0.00248
6612,0.0025
6613,0.00246
6614,0.00342
6615,0.0025
6616,0.02915
6617,0.05039
6618,0.0631
6619,0.06094
6620,0.06048
6621,0.05954
6622,0.05892
6623,0.05178
6624,0.0513
6625,0.05005
6626,0.04892
6627,0.05076
6628,0.04973
6629,0.04874
6630,0.04938
6631,0.05076
6632,0.05146
6633,0.05084
6634,0.02388
6635,0.00127
6636,0.00029
6637,0.0003
6638,0.00142
6639,0.01197
6640,0.02975
6641,0.04817
6642,0.05729
6643,0.05826
6644,0.05954
6645,0.05892
6646,0.05954
6647,0.05892
6648,0.05232
6649,0.05126
6650,0.05109
6651,0.05894
6652,0.05709
6653,0.05542
6654,0.05423
6655,0.0634
6656,0.05928
6657,0.05193
6658,0.02388
6659,0.00238
6660,0.00117
6661,0.0003
6662,0.0003
6663,0.00252
6664,0.01608
6665,0.05193
6666,0.0626
6667,0.06298
6668,0.06284
6669,0.0626
6670,0.06051
6671,0.05555
6672,0.05387
6673,0.05255
6674,0.05226
6675,0.05324
6676,0.05469
6677,0.05401
6678,0.0531
6679,0.0554
6680,0.05555
6681,0.053
6682,0.00326
6683,0.00028
6684,0.00028
6685,0.00028
6686,0.00028
6687,0.00029
6688,0.01586
6689,0.05161
6690,0.06257
6691,0.06207
6692,0.06297
6693,0.06333
6694,0.05954
6695,0.05488
6696,0.05213
6697,0.05168
6698,0.05213
6699,0.05566
6700,0.05555
6701,0.05257
6702,0.05257
6703,0.05387
6704,0.06055
6705,0.05383
6706,0.04707
6707,0.02975
6708,0.02915
6709,0.01576
6710,0.00536
6711,0.01198
6712,0.04218
6713,0.0554
6714,0.06257
6715,0.0626
6716,0.06417
6717,0.06425
6718,0.06277
6719,0.05709
6720,0.05175
6721,0.05135
6722,0.0531
6723,0.05954
6724,0.05435
6725,0.05209
6726,0.05129
6727,0.05432
6728,0.06395
6729,0.06113
6730,0.04569
6731,0.02916
6732,0.01623
6733,0.01196
6734,0.01197
6735,0.02194
6736,0.04142
6737,0.05095
6738,0.06064
6739,0.05987
6740,0.05987
6741,0.05765
6742,0.05712
6743,0.05583
6744,0.05146
6745,0.0493
6746,0.04869
6747,0.04903
6748,0.04876
6749,0.04876
6750,0.04874
6751,0.05012
6752,0.05791
6753,0.05041
6754,0.03718
6755,0.02915
6756,0.01197
6757,0.00469
6758,0.01196
6759,0.02193
6760,0.03613
6761,0.04804
6762,0.05803
6763,0.05561
6764,0.06272
6765,0.0634
6766,0.06257
6767,0.05578
6768,0.05174
6769,0.05135
6770,0.05219
6771,0.05417
6772,0.05138
6773,0.0509
6774,0.05109
6775,0.05232
6776,0.06103
6777,0.05158
6778,0.04625
6779,0.04575
6780,0.04005
6781,0.0232
6782,0.02193
6783,0.03974
6784,0.04735
6785,0.05135
6786,0.05534
6787,0.05951
6788,0.06187
6789,0.06137
6790,0.05729
6791,0.05977
6792,0.05436
6793,0.05137
6794,0.05412
6795,0.0567
6796,0.05542
6797,0.05465
6798,0.0531
6799,0.05586
6800,0.05798
6801,0.05435
6802,0.04945
6803,0.04982
6804,0.04954
6805,0.04745
6806,0.0482
6807,0.0515
6808,0.05127
6809,0.05313
6810,0.06257
6811,0.05965
6812,0.06196
6813,0.06216
6814,0.06121
6815,0.06035
6816,0.05435
6817,0.05171
6818,0.05272
6819,0.05831
6820,0.05837
6821,0.05829
6822,0.0551
6823,0.05709
6824,0.0604
6825,0.05492
6826,0.04125
6827,0.0445
6828,0.04537
6829,0.04884
6830,0.05072
6831,0.05137
6832,0.0512
6833,0.05427
6834,0.06257
6835,0.05817
6836,0.05676
6837,0.05542
6838,0.05232
6839,0.05072
6840,0.04887
6841,0.04799
6842,0.04799
6843,0.05006
6844,0.04742
6845,0.04707
6846,0.04666
6847,0.05041
6848,0.05267
6849,0.04812
6850,0.00502
6851,0.00035
6852,0.00326
6853,0.02027
6854,0.02915
6855,0.02928
6856,0.04199
6857,0.05076
6858,0.06026
6859,0.05751
6860,0.05746
6861,0.05728
6862,0.05306
6863,0.05135
6864,0.05063
6865,0.04934
6866,0.05089
6867,0.05079
6868,0.05042
6869,0.05004
6870,0.04973
6871,0.0509
6872,0.05226
6873,0.05168
6874,0.04888
6875,0.03785
6876,0.03493
6877,0.0292
6878,0.02922
6879,0.04078
6880,0.04744
6881,0.052
6882,0.05822
6883,0.05954
6884,0.05954
6885,0.05954
6886,0.05892
6887,0.05608
6888,0.05148
6889,0.05076
6890,0.05786
6891,0.05894
6892,0.05435
6893,0.05272
6894,0.05604
6895,0.05994
6896,0.0643
6897,0.05594
6898,0.04433
6899,0.0222
6900,0.00558
6901,0.00459
6902,0.00497
6903,0.0216
6904,0.04196
6905,0.05138
6906,0.06115
6907,0.06007
6908,0.06007
6909,0.05954
6910,0.05776
6911,0.05533
6912,0.05137
6913,0.05123
6914,0.05187
6915,0.05232
6916,0.05176
6917,0.0509
6918,0.05119
6919,0.05131
6920,0.05192
6921,0.05077
6922,0.04078
6923,0.01588
6924,0.00066
6925,0.00051
6926,0.00248
6927,0.01378
6928,0.03102
6929,0.04196
6930,0.05604
6931,0.05699
6932,0.05676
6933,0.05764
6934,0.05783
6935,0.05773
6936,0.05478
6937,0.05021
6938,0.05261
6939,0.05152
6940,0.0512
6941,0.0512
6942,0.05137
6943,0.05435
6944,0.06103
6945,0.05479
6946,0.04252
6947,0.01398
6948,0.01189
6949,0.0025
6950,0.00252
6951,0.01203
6952,0.02975
6953,0.04939
6954,0.05581
6955,0.05851
6956,0.05851
6957,0.05778
6958,0.05747
6959,0.05839
6960,0.05435
6961,0.05076
6962,0.05435
6963,0.05438
6964,0.05272
6965,0.05267
6966,0.05185
6967,0.05272
6968,0.05185
6969,0.05041
6970,0.03942
6971,0.02928
6972,0.01673
6973,0.01197
6974,0.01203
6975,0.02925
6976,0.03475
6977,0.04692
6978,0.05162
6979,0.0584
6980,0.05885
6981,0.05816
6982,0.0584
6983,0.05733
6984,0.05228
6985,0.04887
6986,0.05706
6987,0.05706
6988,0.05219
6989,0.05146
6990,0.05232
6991,0.05729
6992,0.06095
6993,0.0509
6994,0.03734
6995,0.03052
6996,0.02193
6997,0.01203
6998,0.01203
6999,0.02331
7000,0.03102
7001,0.0506
7002,0.06228
7003,0.06089
7004,0.05954
7005,0.05944
7006,0.0586
7007,0.05272
7008,0.0513
7009,0.05021
7010,0.05119
7011,0.05475
7012,0.05427
7013,0.05161
7014,0.05148
7015,0.05152
7016,0.05272
7017,0.04252
7018,0.03098
7019,0.00036
7020,0.0003
7021,0.0003
7022,0.00246
7023,0.02915
7024,0.03059
7025,0.04707
7026,0.06179
7027,0.06181
7028,0.06273
7029,0.06257
7030,0.06144
7031,0.05951
7032,0.05252
7033,0.0508
7034,0.05367
7035,0.05209
7036,0.05232
7037,0.05226
7038,0.05209
7039,0.05736
7040,0.06181
7041,0.06228
7042,0.05256
7043,0.04749
7044,0.04111
7045,0.04444
7046,0.04928
7047,0.05169
7048,0.0521
7049,0.05927
7050,0.06395
7051,0.06517
7052,0.06529
7053,0.0645
7054,0.06425
7055,0.0626
7056,0.06041
7057,0.05872
7058,0.05892
7059,0.05839
7060,0.05571
7061,0.05272
7062,0.05209
7063,0.05435
7064,0.0587
7065,0.05114
7066,0.0449
7067,0.02214
7068,0.01798
7069,0.00612
7070,0.00469
7071,0.02186
7072,0.04335
7073,0.05002
7074,0.06091
7075,0.06425
7076,0.06489
7077,0.06417
7078,0.06378
7079,0.06126
7080,0.0606
7081,0.05813
7082,0.0584
7083,0.05624
7084,0.05378
7085,0.05312
7086,0.05472
7087,0.05878
7088,0.06489
7089,0.06257
7090,0.05158
7091,0.03787
7092,0.0334
7093,0.02511
7094,0.02916
7095,0.03942
7096,0.04755
7097,0.05076
7098,0.06137
7099,0.06228
7100,0.06257
7101,0.06257
7102,0.06231
7103,0.06092
7104,0.0591
7105,0.05709
7106,0.05626
7107,0.05478
7108,0.05188
7109,0.05175
7110,0.05179
7111,0.05813
7112,0.06255
7113,0.05729
7114,0.04896
7115,0.0334
7116,0.02915
7117,0.0232
7118,0.02915
7119,0.0334
7120,0.04549
7121,0.05171
7122,0.06474
7123,0.06474
7124,0.06473
7125,0.06474
7126,0.0634
7127,0.06257
7128,0.06069
7129,0.0595
7130,0.05902
7131,0.0607
